Brand,Memory,Storage,Rating,Selling Price,Cluster,Price Change,Rating Change,Elasticity
Nokia,4,4,4.2,1000,Cluster 2,-0.384615385,0,0
GIONEE,8,16,3.9,1099,Cluster 1,-0.737708831,0.026315789,-0.035672325
GIONEE,8,16,3.7,1099,Cluster 1,-0.860886076,-0.119047619,0.138284986
Nokia,4,4,4.2,1149,Cluster 2,-0.710870659,0.105263158,-0.148076386
Nokia,4,4,4.2,1332,Cluster 2,-0.005970149,0,0
Nokia,4,4,4.2,1340,Cluster 2,-0.006671609,0,0
Nokia,32,2,4.1,1344,Cluster 2,0.009009009,-0.023809524,-2.642857143
Nokia,4,4,4.2,1349,Cluster 2,-0.795606061,0.105263158,-0.132305626
Nokia,4,4,4.2,1349,Cluster 2,-0.094630872,0,0
Nokia,4,4,4.2,1399,Cluster 2,0.040922619,0.024390244,0.596008869
Nokia,4,4,4.2,1399,Cluster 2,-0.892376337,0.076923077,-0.086200265
Nokia,4,4,4.2,1400,Cluster 2,-0.3,0,0
SAMSUNG,128,2,4.2,1450,Cluster 2,-0.87654321,0,0
Nokia,4,4,4.2,1490,Cluster 2,-0.399193548,0.024390244,-0.061098793
Nokia,4,4,4.2,1500,Cluster 2,-0.794492396,0.135135135,-0.170089904
SAMSUNG,153,153,4.1,1549,Cluster 2,-0.931002227,-0.023809524,0.025574078
Nokia,4,4,4.2,1560,Cluster 2,-0.913232104,0,0
Nokia,16,10,3.6,1599,Cluster 1,-0.783889715,-0.052631579,0.067141561
SAMSUNG,10,2,4.4,1599,Cluster 2,-0.973305509,-0.043478261,0.044670723
Nokia,4,8,4.2,1600,Cluster 2,-0.272727273,0.024390244,-0.089430894
Nokia,4,8,4.2,1625,Cluster 2,-0.876884612,-0.023255814,0.026520951
Nokia,4,4,4.2,1660,Cluster 2,-0.126315789,0,0
Nokia,4,4,4.1,1680,Cluster 2,-0.31147541,0,0
Nokia,4,4,4.1,1680,Cluster 2,-0.336754836,0,0
Nokia,4,4,4.1,1695,Cluster 2,0.2115797,-0.023809524,-0.112532175
SAMSUNG,512,512,4.2,1700,Cluster 3,-0.886659111,-0.023255814,0.026228585
Nokia,4,16,4.2,1860,Cluster 2,0.86,-0.023255814,-0.027041644
GIONEE,8,16,3.9,1890,Cluster 1,-0.4,0,0
Nokia,4,4,4.2,1900,Cluster 2,0.1875,0,0
SAMSUNG,100,100,5,1949,Cluster 0,-0.973519022,0.111111111,-0.114133477
Nokia,4,4,4.2,2000,Cluster 2,-0.733297773,0.105263158,-0.143547631
SAMSUNG,16,2,4.2,2025,Cluster 2,-0.933606557,-0.023255814,0.024909651
SAMSUNG,4,2,4.2,2050,Cluster 2,-0.841085271,-0.023255814,0.02764977
SAMSUNG,32,2,4.2,2089,Cluster 2,-0.97177027,-0.023255814,0.023931391
Nokia,4,4,3.9,2142,Cluster 1,-0.821485124,0,0
Nokia,4,4,4.2,2149,Cluster 2,-0.785078508,0.05,-0.063687898
GIONEE,8,16,4,2199,Cluster 1,-0.681258153,0,0
Nokia,8,32,4.1,2200,Cluster 2,0.571428571,-0.023809524,-0.041666667
SAMSUNG,2,2,4.1,2200,Cluster 2,-0.779977998,0,0
Nokia,4,4,3.8,2249,Cluster 1,0.66716086,-0.095238095,-0.142751323
SAMSUNG,4,2,4.2,2282,Cluster 2,-0.801547961,0.05,-0.062379299
SAMSUNG,10,2,4.3,2290,Cluster 2,-0.831617647,0,0
GIONEE,512,4,3.6,2290,Cluster 3,-0.345527294,0.028571429,-0.082689354
SAMSUNG,4,2,4.2,2299,Cluster 2,-0.816065285,-0.023255814,0.028497492
SAMSUNG,10,2,4.1,2299,Cluster 2,-0.735747126,-0.046511628,0.063216867
SAMSUNG,4,2,4.2,2336,Cluster 2,-0.88319416,0,0
SAMSUNG,4,2,4.3,2340,Cluster 2,-0.843989599,0.102564103,-0.121522946
Nokia,4,4,3.9,2349,Cluster 1,-0.765076508,0.026315789,-0.034396285
GIONEE,512,4,3.6,2350,Cluster 3,-0.452214452,-0.027027027,0.059765952
SAMSUNG,2,2,4.1,2399,Cluster 2,-0.98400656,-0.068181818,0.069290004
Nokia,4,4,4.1,2440,Cluster 2,-0.151304348,-0.023809524,0.157361795
Nokia,16,16,4.2,2450,Cluster 2,-0.44305524,0.135135135,-0.305007419
GIONEE,512,4,3.6,2450,Cluster 3,-0.52875553,-0.027027027,0.05111441
Nokia,4,4,4.1,2480,Cluster 2,0.476190476,0,0
GIONEE,64,128,3.9,2490,Cluster 1,0.059574468,0.083333333,1.398809524
Nokia,16,16,4.2,2499,Cluster 2,-0.791732644,0.076923077,-0.097157895
Nokia,4,4,4.1,2533,Cluster 2,0.182539683,0.051282051,0.280936455
Nokia,4,4,4.2,2540,Cluster 2,-0.294248402,0.135135135,-0.459255289
SAMSUNG,512,2,4.1,2599,Cluster 3,-0.962871429,-0.088888889,0.092316467
GIONEE,512,4,3.6,2650,Cluster 3,-0.589147287,-0.1,0.169736842
SAMSUNG,46,2,4.1,2699,Cluster 2,-0.961442857,-0.088888889,0.092453637
Nokia,32,64,3.8,2790,Cluster 1,-0.78286248,-0.095238095,0.121653672
GIONEE,1,16,3.8,2799,Cluster 1,-0.439078156,0,0
GIONEE,1,16,3.8,2799,Cluster 1,-0.745313922,0.357142857,-0.479184471
SAMSUNG,32,2,4.1,2815,Cluster 2,-0.921805556,-0.068181818,0.07396551
SAMSUNG,32,16,4.1,2849,Cluster 2,-0.7151,-0.068181818,0.095345851
SAMSUNG,32,2,4.2,2849,Cluster 2,-0.958650218,-0.066666667,0.069542222
Nokia,16,32,4.1,2860,Cluster 2,-0.334883721,0.078947368,-0.235745614
SAMSUNG,32,2,4.2,2870,Cluster 2,-0.726640632,0,0
Nokia,16,2,4.2,2875,Cluster 2,0.696165192,0.024390244,0.035035138
SAMSUNG,32,2,4.1,2899,Cluster 2,-0.750064661,-0.046511628,0.062010158
SAMSUNG,32,16,4.1,2940,Cluster 2,-0.81508271,-0.046511628,0.057063691
SAMSUNG,32,2,4.2,2980,Cluster 2,-0.502504174,0.024390244,-0.048537396
GIONEE,1,8,3.8,2999,Cluster 1,-0.400080016,0,0
Nokia,8,2,4,2999,Cluster 1,-0.645046751,0,0
SAMSUNG,32,2,4,3000,Cluster 1,-0.875,-0.090909091,0.103896104
Nokia,512,4,3.7,3000,Cluster 3,-0.8499925,-0.097560976,0.114778631
SAMSUNG,32,16,4.1,3013,Cluster 2,-0.726066006,-0.023809524,0.032792506
SAMSUNG,32,16,4.1,3062,Cluster 2,-0.899606557,-0.046511628,0.051702189
Nokia,16,16,4.1,3100,Cluster 2,-0.830601093,0.025,-0.030098684
GIONEE,64,128,3.9,3150,Cluster 1,-0.240963855,0.258064516,-1.070967742
Nokia,64,128,3.7,3162,Cluster 1,0.265306122,-0.119047619,-0.448717949
SAMSUNG,46,64,3.6,3200,Cluster 1,-0.835897436,-0.181818182,0.217512549
Nokia,64,128,3.6,3220,Cluster 1,-0.677967797,-0.1,0.147499631
SAMSUNG,64,128,4.2,3271,Cluster 2,-0.812978845,0.024390244,-0.030001081
SAMSUNG,64,128,4.2,3271,Cluster 2,-0.812978845,0.024390244,-0.030001081
SAMSUNG,64,128,4.2,3285,Cluster 2,-0.852173522,-0.045454545,0.053339542
SAMSUNG,30,16,3.3,3400,Cluster 1,-0.765355418,-0.195121951,0.254942928
Nokia,512,4,3.7,3400,Cluster 3,-0.645796437,-0.075,0.116135667
Nokia,8,16,4.1,3429,Cluster 2,0.524677635,0.078947368,0.150468332
GIONEE,1,8,3.8,3490,Cluster 1,0.424489796,0.055555556,0.130876068
GIONEE,1,8,3.8,3490,Cluster 1,-0.563695462,-0.073170732,0.12980543
GIONEE,512,4,3.6,3490,Cluster 3,-0.159036145,-0.027027027,0.16994267
GIONEE,1,8,3.5,3499,Cluster 1,-0.582906187,0.25,-0.428885481
GIONEE,1,8,3.5,3499,Cluster 1,-0.166904762,-0.186046512,1.11468666
Nokia,16,32,3.8,3499,Cluster 1,-0.666730165,-0.073170732,0.109745645
Nokia,8,32,4,3499,Cluster 1,1.188242652,0.111111111,0.093508772
Nokia,64,32,3.7,3499,Cluster 1,-0.681880171,0.057142857,-0.083801905
SAMSUNG,64,100,4.2,3499,Cluster 2,-0.597816092,-0.023255814,0.038901285
SAMSUNG,512,4,3.8,3500,Cluster 3,-0.912497812,-0.05,0.054794652
Lenovo,1,8,3.8,3549,Cluster 1,-0.536078431,0.027027027,-0.050416181
Lenovo,1,8,3.8,3549,Cluster 1,-0.155,0.055555556,-0.358422939
GIONEE,1,8,3.8,3599,Cluster 1,-0.217438574,-0.05,0.22995
Nokia,64,128,3.7,3599,Cluster 1,0.674732434,-0.119047619,-0.176436782
Nokia,8,16,4.2,3740,Cluster 2,-0.584398266,-0.045454545,0.077780083
SAMSUNG,64,128,4.2,3780,Cluster 2,-0.834934498,0.024390244,-0.029212165
Nokia,64,32,3.6,3799,Cluster 1,-0.795741707,-0.162790698,0.20457731
Nokia,16,32,3.8,3886,Cluster 1,0.133275007,-0.073170732,-0.549020654
Nokia,64,128,3.7,3896,Cluster 1,0.232131562,0,0
Nokia,64,128,3.7,3899,Cluster 1,1.599333333,-0.119047619,-0.074435777
Nokia,16,32,3.8,3974,Cluster 1,-0.725912132,-0.025641026,0.035322492
GIONEE,1,16,3.7,3990,Cluster 1,0.602409639,-0.051282051,-0.085128205
GIONEE,1,8,3.8,3990,Cluster 1,0.143266476,0,0
GIONEE,1,16,3.7,3990,Cluster 1,-0.177319588,-0.026315789,0.148408813
GIONEE,1,16,3.8,3990,Cluster 1,-0.600960096,-0.073170732,0.12175639
SAMSUNG,768,4,3.5,3990,Cluster 3,-0.200080192,-0.102564103,0.512614974
SAMSUNG,768,4,3.5,3990,Cluster 3,-0.753703704,-0.186046512,0.246843038
GIONEE,1,8,3.5,3999,Cluster 1,-0.493733384,-0.146341463,0.296397749
GIONEE,1,8,3.6,3999,Cluster 1,-0.600060006,-0.052631579,0.087710526
Nokia,16,32,3.8,3999,Cluster 1,1.380357143,-0.073170732,-0.053008551
GIONEE,1,16,3.1,4150,Cluster 1,0.887221464,-0.225,-0.253600718
GIONEE,1,8,3.7,4150,Cluster 1,-0.536312849,0,0
GIONEE,1,16,3.8,4190,Cluster 1,0.050125313,0,0
GIONEE,1,16,3.8,4190,Cluster 1,2.81255687,0.027027027,0.009609415
Nokia,16,256,4,4196,Cluster 0,-0.740971665,-0.024390244,0.032916568
SAMSUNG,512,4,3.8,4199,Cluster 3,-0.235154827,-0.073170732,0.311159812
SAMSUNG,512,4,3.8,4199,Cluster 3,-0.73591195,-0.11627907,0.158006769
GIONEE,1,16,4.3,4200,Cluster 2,-0.353846154,0,0
Lenovo,512,4,3.6,4200,Cluster 3,-0.399055659,0.028571429,-0.071597603
GIONEE,1,16,3.7,4290,Cluster 1,1.26984127,-0.051282051,-0.040384615
SAMSUNG,512,4,3.8,4299,Cluster 3,-0.140028006,0.055555556,-0.396746032
Nokia,32,64,3.8,4300,Cluster 1,-0.669205323,0.027027027,-0.040386748
Nokia,64,128,3.7,4399,Cluster 1,0.129106776,0,0
GIONEE,2,16,3.8,4450,Cluster 1,-0.063157895,0,0
GIONEE,2,16,4,4489,Cluster 1,-0.438664499,0.111111111,-0.253294058
ASUS,2,16,4,4499,Cluster 1,-0.0799591,0.111111111,-1.389599318
Lenovo,1,16,3.8,4499,Cluster 1,-0.333481481,-0.025641026,0.076888904
GIONEE,2,16,4,4599,Cluster 1,-0.061236987,0.081081081,-1.324054054
Lenovo,1,8,3.9,4599,Cluster 1,-0.425053132,0,0
ASUS,1,8,3.8,4649,Cluster 1,-0.261946341,0,0
GIONEE,2,16,4,4650,Cluster 1,0.109785203,0.052631579,0.479405034
Nokia,1,8,3.9,4672,Cluster 1,-0.396304432,-0.025,0.063082817
GIONEE,2,16,3.8,4750,Cluster 1,-0.102079395,-0.025641026,0.251187085
GIONEE,8,2,3.8,4790,Cluster 1,-0.436404283,-0.073170732,0.167667309
SAMSUNG,1,8,3.6,4790,Cluster 1,-0.651889535,-0.162790698,0.249721293
SAMSUNG,1,8,3.6,4790,Cluster 1,-0.815057915,-0.052631579,0.064574036
Nokia,1,8,3.9,4800,Cluster 1,-0.615969278,-0.048780488,0.079193053
GIONEE,1,8,3.8,4850,Cluster 1,-0.696856054,-0.073170732,0.105001214
ASUS,1,8,3.6,4880,Cluster 1,-0.728873826,-0.1,0.137197957
ASUS,1,8,3.6,4890,Cluster 1,-0.629517388,-0.162790698,0.258596031
ASUS,1,8,3.6,4890,Cluster 1,-0.490571935,-0.1,0.203843704
Lenovo,1,8,3.8,4890,Cluster 1,-0.109289617,-0.025641026,0.234615385
SAMSUNG,512,4,3.9,4890,Cluster 3,-0.301328761,-0.071428571,0.237045316
SAMSUNG,512,4,3.9,4890,Cluster 3,-0.902198044,-0.152173913,0.168670187
GIONEE,1,16,3.7,4899,Cluster 1,0.022755741,-0.026315789,-1.156446161
SAMSUNG,512,4,3.9,4988,Cluster 3,-0.838576052,-0.093023256,0.110930017
ASUS,2,16,3.7,4990,Cluster 1,-0.124407791,-0.026315789,0.211528469
GIONEE,2,16,3.8,4990,Cluster 1,0.121348315,0,0
Lenovo,1,8,3.9,4990,Cluster 1,-0.287041006,-0.048780488,0.169942575
OPPO,1,16,3.8,4999,Cluster 1,-0.918035744,-0.173913043,0.189440384
OPPO,1,16,3.8,4999,Cluster 1,-0.8214005,-0.155555556,0.189378452
ASUS,2,16,3.6,4999,Cluster 1,-0.284835479,-0.12195122,0.42814617
GIONEE,1,16,3.8,4999,Cluster 1,-0.300839161,0,0
SAMSUNG,1,16,3.9,4999,Cluster 1,-0.565266545,-0.025,0.044226923
SAMSUNG,1,16,3.9,4999,Cluster 1,-0.966673111,0.3,-0.310342759
SAMSUNG,1,8,3.3,4999,Cluster 1,-0.72742639,-0.23255814,0.319699893
SAMSUNG,1,8,3.3,4999,Cluster 1,-0.800032001,-0.25,0.3124875
SAMSUNG,512,4,3.6,4999,Cluster 3,-0.390365854,-0.142857143,0.365957067
SAMSUNG,512,4,3.6,4999,Cluster 3,-0.285346676,-0.12195122,0.427379149
LG,1,8,3.4,5000,Cluster 1,-0.545040946,-0.128205128,0.235221095
SAMSUNG,512,4,3.9,5000,Cluster 3,-0.615355027,-0.093023256,0.151170059
SAMSUNG,512,4,3.9,5110,Cluster 3,-0.823787027,-0.113636364,0.137943862
GIONEE,2,16,4,5149,Cluster 1,0.29047619,0.081081081,0.279131591
GIONEE,1,16,3.7,5199,Cluster 1,0.303007519,0,0
GIONEE,3,16,3.9,5290,Cluster 1,-0.658489348,-0.025,0.037965686
Nokia,2,16,3.9,5290,Cluster 1,-0.51463437,0,0
ASUS,1,8,3.9,5299,Cluster 1,-0.660298737,-0.093023256,0.14088056
ASUS,1,8,3.7,5299,Cluster 1,-0.411156795,-0.026315789,0.064004267
ASUS,1,8,3.9,5299,Cluster 1,-0.668791799,-0.093023256,0.139091502
ASUS,1,8,3.7,5299,Cluster 1,0.061923848,-0.075,-1.211165049
Motorola,3,16,4.2,5450,Cluster 2,-0.221317331,0,0
Lenovo,1,8,3.9,5490,Cluster 1,-0.560764861,-0.048780488,0.086989202
SAMSUNG,1,8,4.1,5490,Cluster 2,-0.493915929,-0.046511628,0.094169119
SAMSUNG,1,8,4.1,5490,Cluster 2,-0.81693898,0.051282051,-0.062773417
SAMSUNG,512,4,3.8,5490,Cluster 3,-0.725362681,-0.073170732,0.100874685
GIONEE,2,32,3.9,5499,Cluster 1,-0.367203682,-0.025,0.068082106
Nokia,2,16,3.9,5499,Cluster 1,-0.859,-0.025,0.029103609
Lenovo,1,16,3.8,5499,Cluster 1,-0.702740689,-0.05,0.07115
Lenovo,2,8,4,5499,Cluster 1,-0.676510383,-0.024390244,0.036053022
Lenovo,1,8,3.9,5499,Cluster 1,-0.685753472,0.054054054,-0.078824324
Motorola,1,16,3.9,5499,Cluster 1,-0.312539067,-0.048780488,0.156078049
SAMSUNG,512,4,3.8,5499,Cluster 3,-0.855285665,-0.11627907,0.135953488
Lenovo,512,512,3.7,5499,Cluster 3,-0.444545455,-0.075,0.168711656
GIONEE,3,16,3.7,5555,Cluster 1,-0.470901991,-0.097560976,0.207178941
SAMSUNG,1,8,3.4,5590,Cluster 1,-0.860246506,-0.260869565,0.303249782
GIONEE,2,32,3.9,5666,Cluster 1,0.030369158,0,0
LG,2,16,3.8,5699,Cluster 1,-0.352386364,0.027027027,-0.076697142
ASUS,1,8,3.8,5699,Cluster 1,-0.853868048,-0.11627907,0.136179202
ASUS,1,8,3.8,5699,Cluster 1,-0.901739685,-0.136363636,0.15122284
ASUS,1,8,3.8,5699,Cluster 1,-0.095253215,0,0
SAMSUNG,512,4,3.8,5795,Cluster 3,-0.62610491,-0.11627907,0.185718189
ASUS,2,16,3.6,5840,Cluster 1,0.102094735,-0.027027027,-0.264724984
LG,2,16,4.1,5899,Cluster 2,-0.571760436,0.078947368,-0.138077704
SAMSUNG,1,16,4.2,5900,Cluster 2,-0.892725322,-0.045454545,0.050916608
SAMSUNG,1,16,4.2,5900,Cluster 2,0.231732777,0.166666667,0.719219219
SAMSUNG,1,16,4.2,5900,Cluster 2,2.689806129,-0.045454545,-0.016898818
SAMSUNG,768,4,3.9,5920,Cluster 3,-0.703985199,0.026315789,-0.037381169
SAMSUNG,768,4,3.9,5940,Cluster 3,-0.399393327,-0.071428571,0.178842676
GIONEE,3,32,3.9,5950,Cluster 1,-0.359526372,0.444444444,-1.236194278
ASUS,2,16,3.6,5990,Cluster 1,-0.310701956,-0.12195122,0.392502258
GIONEE,3,32,3.8,5990,Cluster 1,0.497874469,0.085714286,0.172160436
SAMSUNG,2,32,3.9,5990,Cluster 1,-0.733765945,-0.093023256,0.126775106
SAMSUNG,2,16,4.1,5990,Cluster 2,-0.488034188,-0.046511628,0.095304036
GIONEE,3,32,3.9,5999,Cluster 1,-0.240632911,-0.071428571,0.296836252
SAMSUNG,2,32,3.9,5999,Cluster 1,-0.625039065,-0.071428571,0.114278571
SAMSUNG,2,32,3.9,5999,Cluster 1,3.137241379,-0.071428571,-0.022767955
SAMSUNG,1,8,4,5999,Cluster 1,0.428673494,0.052631579,0.122777778
SAMSUNG,1,8,4,5999,Cluster 1,-0.698542714,-0.069767442,0.099875699
SAMSUNG,1,8,4,5999,Cluster 1,-0.666536965,-0.024390244,0.036592485
Lenovo,2,16,3.8,5999,Cluster 1,0.090925623,-0.05,-0.5499
Motorola,2,16,4,5999,Cluster 1,-0.492856539,-0.069767442,0.141557302
Motorola,1,8,4.1,5999,Cluster 2,-0.454586781,-0.023809524,0.05237619
Nokia,512,140,4,5999,Cluster 3,-0.499666389,-0.024390244,0.048813057
SAMSUNG,512,4,4,5999,Cluster 3,0.1998,0.025641026,0.128333462
SAMSUNG,512,4,4,5999,Cluster 3,0.013344595,0.025641026,1.921454073
SAMSUNG,1,8,4.2,6000,Cluster 2,-0.727148704,-0.045454545,0.06251066
SAMSUNG,512,4,4,6048,Cluster 3,-0.86937365,-0.024390244,0.028054961
SAMSUNG,512,4,4,6190,Cluster 3,-0.761923077,0.052631579,-0.069077287
SAMSUNG,1,8,3.5,6200,Cluster 1,-0.700483092,-0.146341463,0.208915055
Lenovo,2,16,3.7,6200,Cluster 1,-0.523040234,0.027777778,-0.0531083
SAMSUNG,1,8,4.2,6200,Cluster 2,1.696824706,0.024390244,0.01437405
Lenovo,3,32,4.1,6250,Cluster 2,-0.165554072,0,0
Lenovo,2,16,3.9,6266,Cluster 1,-0.373337334,-0.025,0.066963568
Nokia,1,8,3.8,6295,Cluster 1,-0.492297766,-0.073170732,0.148631046
ASUS,1,8,3.8,6299,Cluster 1,0.105281628,0,0
ASUS,1,8,3.8,6299,Cluster 1,0.188714852,0.027027027,0.143216216
GIONEE,2,32,4.1,6299,Cluster 2,-0.700033335,-0.088888889,0.12697808
LG,512,4,3.9,6299,Cluster 3,-0.370037004,0.114285714,-0.308849421
GIONEE,4,32,3.9,6399,Cluster 1,-0.584453536,-0.048780488,0.083463415
Motorola,2,16,3.9,6399,Cluster 1,-0.73336389,-0.093023256,0.126844609
Nokia,2,16,4,6400,Cluster 1,-0.050585966,0,0
GIONEE,3,16,4,6450,Cluster 1,-0.077253219,-0.024390244,0.315718157
GIONEE,3,16,4,6475,Cluster 1,1.159053018,0.052631579,0.045409121
SAMSUNG,2,16,4.2,6480,Cluster 2,0.180327869,0.024390244,0.135254989
GIONEE,3,32,4,6490,Cluster 1,0.145428874,0.025641026,0.176313169
GIONEE,2,32,3.9,6499,Cluster 1,-0.109604055,0.026315789,-0.240098684
Lenovo,2,16,3.9,6499,Cluster 1,-0.336769058,0.054054054,-0.160507781
Lenovo,1,8,4,6499,Cluster 1,-0.133351113,-0.024390244,0.182902439
realme,2,16,4.4,6499,Cluster 2,-0.783359445,0.023255814,-0.029687284
realme,2,16,4.4,6499,Cluster 2,-0.315822718,0,0
Xiaomi,2,16,4.5,6499,Cluster 2,-0.315173867,0.046511628,-0.147574506
SAMSUNG,512,4,4,6499,Cluster 3,-0.871688055,-0.047619048,0.054628542
Nokia,1,8,4,6500,Cluster 1,-0.564547464,-0.047619048,0.084349059
GIONEE,1,16,4.3,6500,Cluster 2,0.629072682,0.131578947,0.209163347
SAMSUNG,1,8,4.2,6500,Cluster 2,-0.63868816,-0.045454545,0.071168605
SAMSUNG,1,8,4.2,6500,Cluster 2,-0.434290688,-0.023255814,0.053548958
SAMSUNG,2,16,4.1,6549,Cluster 2,-0.064294899,0.025,-0.388833333
LG,1,8,4.1,6590,Cluster 2,-0.670335168,0.051282051,-0.076502105
GIONEE,3,16,3.5,6598,Cluster 1,0.108907563,-0.102564103,-0.94175372
GIONEE,3,32,3.8,6600,Cluster 1,0.891117479,0.055555556,0.062343694
GIONEE,3,32,4.1,6660,Cluster 2,-0.555970398,0,0
Nokia,512,4,3.7,6699,Cluster 3,-0.708726466,-0.139534884,0.196881153
Nokia,2,16,4,6741,Cluster 1,-0.398071256,-0.024390244,0.06127105
ASUS,3,16,4,6749,Cluster 1,-0.534551724,0,0
Lenovo,2,16,3.9,6750,Cluster 1,-0.156144518,0,0
Lenovo,1,8,3.8,6799,Cluster 1,-0.263300466,0.027027027,-0.102647092
SAMSUNG,1,8,4.1,6799,Cluster 2,-0.660033002,0,0
SAMSUNG,2,16,4.3,6799,Cluster 2,-0.713702207,0,0
GIONEE,3,32,4,6899,Cluster 1,0.063020031,0,0
Motorola,2,16,4.2,6900,Cluster 2,-0.769992333,-0.045454545,0.059032465
Infinix,2,16,4.1,6949,Cluster 2,-0.305030503,-0.023809524,0.078056206
Lenovo,2,32,4,6950,Cluster 1,-0.072096128,0,0
LG,2,16,4,6980,Cluster 1,-0.873090909,-0.090909091,0.104123282
Lenovo,2,8,3.5,6980,Cluster 1,-0.002714674,-0.146341463,53.90757381
Lenovo,2,16,3.5,6989,Cluster 1,0.553456324,-0.078947368,-0.142644261
Nokia,3,32,4,6990,Cluster 1,-0.602818342,-0.024390244,0.040460355
SAMSUNG,1,8,4,6990,Cluster 1,-0.908025106,-0.090909091,0.100117376
SAMSUNG,1,8,3.3,6990,Cluster 1,-0.694759825,-0.195121951,0.280848063
SAMSUNG,1,8,4,6990,Cluster 1,-0.500357398,-0.069767442,0.139435216
ASUS,2,16,4.1,6990,Cluster 2,-0.517897786,0,0
GIONEE,2,16,4.1,6990,Cluster 2,-0.223247027,0.051282051,-0.229709895
GIONEE,2,16,4.1,6990,Cluster 2,0.503225806,0.025,0.049679487
GIONEE,2,16,4.1,6990,Cluster 2,-0.392121054,0.051282051,-0.130781173
SAMSUNG,2,16,4.2,6990,Cluster 2,-0.63015873,-0.023255814,0.036904692
Lenovo,3,32,4.1,6990,Cluster 2,-0.066755674,0,0
SAMSUNG,1,8,4.1,6995,Cluster 2,-0.833054893,-0.068181818,0.081845529
LG,3,32,3.9,6999,Cluster 1,-0.125015627,-0.025,0.199975
ASUS,2,32,3.7,6999,Cluster 1,-0.807184771,-0.177777778,0.220244217
ASUS,2,16,4,6999,Cluster 1,-0.176491352,0.052631579,-0.298210526
ASUS,2,32,3.8,6999,Cluster 1,-0.124030038,-0.073170732,0.589943639
GIONEE,3,16,4,6999,Cluster 1,-0.125125,0.111111111,-0.888000888
Nokia,2,16,4,6999,Cluster 1,0.09359375,0,0
Nokia,2,16,4,6999,Cluster 1,0.842326928,0.111111111,0.131909722
SAMSUNG,1,8,4,6999,Cluster 1,-0.631437599,-0.069767442,0.110489844
SAMSUNG,1,8,4,6999,Cluster 1,-0.175618375,-0.047619048,0.271150714
Motorola,2,16,3.9,6999,Cluster 1,-0.562535158,-0.093023256,0.165364341
Motorola,3,32,4,6999,Cluster 1,-0.533368891,0.025641026,-0.048073718
Motorola,2,16,4,6999,Cluster 1,-0.363669424,-0.047619048,0.130940476
HTC,1,16,4,6999,Cluster 1,-0.293030303,0,0
ASUS,2,32,4.1,6999,Cluster 2,0.037042525,0.025,0.6749
realme,2,32,4.4,6999,Cluster 2,-0.766692223,0.023255814,-0.030332659
SAMSUNG,1,16,4.2,6999,Cluster 2,-0.71431487,-0.023255814,0.032556811
SAMSUNG,1,16,4.2,6999,Cluster 2,-0.582149254,-0.023255814,0.039948199
Lenovo,2,16,4.1,6999,Cluster 2,-0.125015627,0,0
Lenovo,2,16,4.1,6999,Cluster 2,-0.000142857,0.025,-175
Lenovo,2,16,4.1,6999,Cluster 2,-0.766692223,0.025,-0.032607609
Lenovo,3,32,4.1,6999,Cluster 2,0.029416091,0.078947368,2.683815789
Motorola,2,32,4.1,6999,Cluster 2,-0.416701392,0,0
Motorola,2,16,4.2,6999,Cluster 2,-0.416701392,0.024390244,-0.058531707
Xiaomi,2,32,4.5,6999,Cluster 2,0.076934913,0,0
Infinix,2,16,4.1,6999,Cluster 2,-0.363669424,-0.023809524,0.065470238
Infinix,2,16,4.1,6999,Cluster 2,-0.300030003,-0.023809524,0.079357143
SAMSUNG,512,4,3.6,6999,Cluster 3,0.999714286,-0.052631579,-0.052646621
LG,1,8,3.9,7000,Cluster 1,-0.161676647,-0.048780488,0.30171635
Lenovo,2,16,4,7000,Cluster 1,-0.299929993,-0.047619048,0.158767208
Nokia,1,8,3.8,7007,Cluster 1,-0.499464247,-0.025641026,0.051337059
Nokia,3,32,4.2,7088,Cluster 2,-0.825843387,-0.023255814,0.028160078
Nokia,3,16,4.1,7139,Cluster 2,1.379666667,0.108108108,0.078358136
GIONEE,1,8,3.8,7150,Cluster 1,-0.31898276,-0.073170732,0.229387731
ASUS,2,16,4.2,7199,Cluster 2,-0.520034669,-0.023255814,0.044719738
ASUS,2,16,4.2,7199,Cluster 2,-0.87587717,-0.066666667,0.076114173
Infinix,2,32,4.4,7199,Cluster 2,-0.503482999,-0.022222222,0.044136986
SAMSUNG,1,8,4,7200,Cluster 1,-0.895500726,-0.111111111,0.124077075
Nokia,2,16,3.7,7290,Cluster 1,-0.298971055,-0.075,0.250860405
GIONEE,3,32,4.1,7290,Cluster 2,0.042918455,0,0
LG,3,32,3.7,7299,Cluster 1,-0.695875,-0.075,0.107777977
GIONEE,3,32,3.8,7299,Cluster 1,0.158755358,-0.073170732,-0.460902439
Nokia,2,16,3.7,7299,Cluster 1,3.396987952,-0.119047619,-0.035045052
realme,2,32,4.3,7299,Cluster 2,-0.170473917,0.023809524,-0.139666667
ASUS,2,32,3.8,7300,Cluster 1,0.622582796,-0.05,-0.080310603
GIONEE,3,16,3.7,7350,Cluster 1,-0.540596287,-0.075,0.138735692
Motorola,4,32,4.1,7350,Cluster 2,-0.22623434,-0.046511628,0.205590486
SAMSUNG,1,16,3.9,7399,Cluster 1,-0.367552782,-0.093023256,0.253088156
