Brand,Memory,Storage,Rating,Selling Price,Cluster,Price Change,Rating Change,Elasticity
SAMSUNG,8,128,4.4,54999,Cluster 0,2.235425613,0.073170732,0.032732349
Xiaomi,8,256,4.2,54999,Cluster 0,5.703107861,-0.045454545,-0.007970136
LG,6,128,4.4,55000,Cluster 0,3.247104247,0.157894737,0.048626322
LG,6,128,4.4,55000,Cluster 0,4.238594152,0.189189189,0.044634891
LG,6,128,4.4,55000,Cluster 0,0.774766054,0.073170732,0.094442356
SAMSUNG,3,64,4,55900,Cluster 1,0.863333333,0.212121212,0.245700246
Apple,2,128,4.5,55999,Cluster 0,0.020018215,-0.02173913,-1.08596748
Apple,2,128,4.5,55999,Cluster 0,0.604555874,0,0
Apple,2,128,4.5,55999,Cluster 0,-0.137149461,-0.02173913,0.15850686
Nokia,6,128,3.8,56299,Cluster 1,16.48416149,0.055555556,0.003370238
HTC,4,32,4.2,56690,Cluster 0,0.181287768,0,0
HTC,6,128,4.7,56990,Cluster 0,1.59163256,0.044444444,0.02792381
Apple,4,64,4.5,56999,Cluster 0,-0.109376709,-0.02173913,0.198754658
Apple,4,64,4.5,56999,Cluster 0,-0.080646462,0,0
Apple,4,64,4.5,56999,Cluster 0,-0.080646462,0,0
Apple,4,64,4.5,56999,Cluster 0,0.038233151,0,0
Apple,4,64,4.5,56999,Cluster 0,0.038233151,-0.02173913,-0.56859374
SAMSUNG,4,32,3.9,56999,Cluster 1,0.140208042,-0.152173913,-1.085343689
Google Pixel,4,32,4.4,57000,Cluster 0,-0.136363636,0,0
ASUS,12,256,4.5,57999,Cluster 4,7.286755251,0.125,0.017154412
ASUS,12,256,4.5,57999,Cluster 4,11.47558615,0.184210526,0.016052385
ASUS,12,256,4.4,57999,Cluster 0,8.931335616,0.222222222,0.024881186
SAMSUNG,6,128,4.5,59000,Cluster 0,-0.198369565,0,0
SAMSUNG,6,128,4.5,59000,Cluster 0,-0.202691928,0.046511628,-0.229469562
HTC,2,32,4.1,59590,Cluster 2,0.679064525,0.078947368,0.116259009
SAMSUNG,8,128,4.6,59900,Cluster 0,5.655555556,0.069767442,0.01233609
SAMSUNG,8,128,4.6,59900,Cluster 0,0.539845758,0.179487179,0.332478632
HTC,2,16,4.4,59900,Cluster 0,2.940789474,0.257142857,0.087440077
HTC,2,16,4.4,59900,Cluster 0,4.995995996,0.222222222,0.044480064
Apple,3,256,4.6,59900,Cluster 4,-0.454959054,0,0
SAMSUNG,8,128,4.3,59990,Cluster 0,2.749609351,0.075,0.027276602
Apple,2,64,4.4,59999,Cluster 0,-0.602128647,-0.063829787,0.106006893
Apple,2,64,4.4,59999,Cluster 0,-0.160853147,0,0
Apple,2,64,4.4,59999,Cluster 0,0.398578089,-0.022222222,-0.055753748
SAMSUNG,8,512,4.6,59999,Cluster 4,-0.347829868,0.022222222,-0.063888194
SAMSUNG,12,256,4.6,59999,Cluster 4,0.62598916,0.12195122,0.194813628
SAMSUNG,12,256,4.6,59999,Cluster 4,-0.354849462,0,0
SAMSUNG,12,256,4.6,59999,Cluster 4,0.016932203,0.022222222,1.312423535
LG,6,128,4.4,60000,Cluster 0,1.143622722,0,0
OPPO,8,256,4.6,60990,Cluster 4,1.652892562,0.045454545,0.0275
Google Pixel,4,64,4.6,61000,Cluster 0,-0.256097561,0,0
SAMSUNG,4,128,4.4,61900,Cluster 0,20.98934281,0.073170732,0.00348609
SAMSUNG,4,128,4.4,61900,Cluster 0,14.51378446,0.257142857,0.017717147
Apple,4,128,4.5,61999,Cluster 0,0.441870741,-0.02173913,-0.049197941
Apple,4,128,4.5,61999,Cluster 0,0.291672743,-0.02173913,-0.074532609
Apple,4,128,4.5,61999,Cluster 0,0.087720837,0,0
Apple,4,128,4.5,61999,Cluster 0,-0.101450746,-0.02173913,0.214282609
Apple,4,128,4.5,61999,Cluster 0,0.129307832,-0.02173913,-0.168119208
Apple,4,128,4.5,61999,Cluster 0,0.129307832,0,0
Apple,2,16,4.5,62000,Cluster 0,0.675720965,0,0
Apple,1,64,4.4,62000,Cluster 0,0.24248497,-0.043478261,-0.179302911
Apple,1,64,4.4,62500,Cluster 0,0.790830946,-0.022222222,-0.028099839
Apple,1,64,4.4,62500,Cluster 0,0.790830946,-0.022222222,-0.028099839
SAMSUNG,4,64,4.4,62500,Cluster 0,1.976332206,0.023255814,0.011767158
SAMSUNG,4,64,4.4,62500,Cluster 0,0.524427425,-0.022222222,-0.042374256
SAMSUNG,4,64,4.4,62500,Cluster 0,3.25170068,0.1,0.030753138
HTC,4,64,4,62990,Cluster 0,0.166697537,-0.130434783,-0.782463768
Apple,4,64,4.7,62999,Cluster 0,-0.181820543,0,0
Apple,4,64,4.7,62999,Cluster 0,-0.181820543,0,0
Apple,4,64,4.7,62999,Cluster 0,0.285720117,0.044444444,0.155552381
Apple,4,64,4.7,62999,Cluster 0,0.80512894,0.044444444,0.055201648
ASUS,12,512,4.6,62999,Cluster 4,2.937683605,0.069767442,0.023749134
Apple,4,64,4.6,63999,Cluster 0,-0.072464818,0,0
Apple,4,64,4.6,63999,Cluster 0,0.28254509,0,0
Apple,4,64,4.6,63999,Cluster 0,-0.189875821,0,0
Apple,4,64,4.6,63999,Cluster 0,0.122809172,0.022222222,0.180949206
Apple,4,64,4.6,63999,Cluster 0,-0.111112654,0.022222222,-0.199997222
Apple,4,64,4.6,63999,Cluster 0,0.165737705,0.022222222,0.134080668
Apple,4,128,4.6,64900,Cluster 0,-0.567044696,-0.021276596,0.037521902
Apple,4,256,4.6,64900,Cluster 4,0.182149362,0,0
Apple,4,256,4.6,64900,Cluster 4,0.445434298,0.022222222,0.049888889
Apple,4,256,4.6,64900,Cluster 4,0.445434298,0.022222222,0.049888889
Apple,4,256,4.6,64900,Cluster 4,0.509337426,0,0
Apple,4,256,4.6,64900,Cluster 4,0.182149362,0,0
Apple,4,256,4.6,64900,Cluster 4,-0.293797606,0,0
Apple,4,256,4.6,64900,Cluster 4,0.182149362,0,0
Apple,4,256,4.6,64900,Cluster 4,-0.445772844,-0.021276596,0.047729681
Apple,4,256,4.6,64900,Cluster 4,0.298025961,0.022222222,0.07456472
Motorola,12,256,4.1,64999,Cluster 0,4.909537231,-0.023809524,-0.004849647
SAMSUNG,4,256,4.4,65900,Cluster 4,-0.165822785,-0.043478261,0.262197146
Google Pixel,4,128,4.4,66000,Cluster 0,-0.057142857,-0.043478261,0.760869565
SAMSUNG,6,128,4.5,68900,Cluster 0,-0.015700224,0.046511628,-2.962481749
SAMSUNG,6,128,4.5,68900,Cluster 0,3.053179599,0.046511628,0.015233833
SAMSUNG,6,128,4.5,68900,Cluster 0,2.131960544,0.153846154,0.07216182
SAMSUNG,6,128,4.5,68900,Cluster 0,2.914772727,0.046511628,0.015957206
Apple,4,128,4.6,68999,Cluster 0,0.382745491,0,0
Apple,4,128,4.6,68999,Cluster 0,-0.126583881,0,0
Apple,4,128,4.6,68999,Cluster 0,0.437509115,0,0
Apple,4,128,4.6,68999,Cluster 0,0.382745491,0,0
Apple,4,128,4.6,68999,Cluster 0,0.078126221,0,0
Apple,4,128,4.6,68999,Cluster 0,0.063158706,0,0
SAMSUNG,8,128,4.3,69999,Cluster 0,3.117830461,0.048780488,0.015645651
SAMSUNG,8,128,4.3,69999,Cluster 0,2.381594203,0.048780488,0.020482284
SAMSUNG,8,128,4.3,69999,Cluster 0,4.151151667,-0.022727273,-0.005474932
Google Pixel,4,64,4.5,69999,Cluster 0,0.555567902,0,0
Apple,2,128,4.4,70000,Cluster 0,-0.535809019,-0.063829787,0.11912787
Apple,2,128,4.4,70000,Cluster 0,-0.027777778,-0.022222222,0.8
SAMSUNG,6,64,4.5,70000,Cluster 0,40.17647059,0.071428571,0.001777871
SAMSUNG,6,64,4.5,70000,Cluster 0,2.126535352,0.25,0.117562118
SAMSUNG,6,64,4.5,70000,Cluster 0,0.13085622,0.022727273,0.173681257
SAMSUNG,6,64,4.5,70000,Cluster 0,3.830917874,0.097560976,0.025466736
SAMSUNG,6,64,4.5,70000,Cluster 0,0.754385965,0.022727273,0.03012685
Google Pixel,4,128,4.6,70000,Cluster 0,-0.239130435,0,0
Google Pixel,4,128,4.6,70000,Cluster 0,0.228070175,0.045454545,0.199300699
SAMSUNG,12,128,4.2,70490,Cluster 0,2.526263132,0.024390244,0.009654673
Google Pixel,4,64,4.5,71000,Cluster 0,0.57781284,0,0
Apple,1,128,4.4,71500,Cluster 0,0.430028601,0,0
Apple,1,128,4.4,71500,Cluster 0,1.322936972,0,0
Apple,1,64,4.5,71500,Cluster 0,-0.111801242,0,0
SAMSUNG,8,128,4.4,71999,Cluster 0,3.80025335,0.047619048,0.012530493
SAMSUNG,8,128,4.4,71999,Cluster 0,7.323583815,0.023255814,0.003175469
SAMSUNG,8,128,4.4,71999,Cluster 0,31.72681818,0.073170732,0.002306274
Apple,4,256,4.5,71999,Cluster 4,0.043478891,-0.02173913,-0.499992754
Apple,4,256,4.5,71999,Cluster 4,0.125001953,-0.02173913,-0.173910326
Apple,4,256,4.5,71999,Cluster 4,-0.399507923,-0.02173913,0.054414767
Apple,4,256,4.5,71999,Cluster 4,0.125001953,-0.02173913,-0.173910326
Apple,4,256,4.5,71999,Cluster 4,-0.485353824,-0.02173913,0.044790273
Apple,4,256,4.5,71999,Cluster 4,-0.385149445,-0.042553191,0.110484883
Apple,2,64,4.5,72000,Cluster 0,-0.032258065,0,0
Apple,2,16,4.4,72000,Cluster 0,0.285737245,-0.022222222,-0.077771528
SAMSUNG,6,128,4.6,73600,Cluster 0,0.362988203,0,0
SAMSUNG,6,128,4.6,73600,Cluster 0,9.529327611,0.15,0.01574088
SAMSUNG,6,128,4.6,73600,Cluster 0,1.831858407,0.095238095,0.051989878
SAMSUNG,8,256,4.5,73600,Cluster 4,6.01620591,0.046511628,0.007731057
SAMSUNG,8,256,4.5,73600,Cluster 4,5.290598291,0.046511628,0.008791374
SAMSUNG,8,256,4.5,73600,Cluster 4,-0.225263158,-0.02173913,0.096505486
Apple,4,64,4.6,73999,Cluster 0,-0.438976497,-0.021276596,0.048468644
Apple,4,64,4.6,73999,Cluster 0,-0.133501171,0.022222222,-0.166457133
SAMSUNG,8,256,4.3,73999,Cluster 4,2.7018009,-0.022727273,-0.008411898
SAMSUNG,8,256,4.3,73999,Cluster 4,2.507227831,0,0
SAMSUNG,8,256,4.3,73999,Cluster 4,-0.026316136,-0.022727273,0.863625
SAMSUNG,8,128,4.3,74000,Cluster 0,8.927555675,0.075,0.008400956
Apple,2,256,4.7,74400,Cluster 4,-0.386644683,0.02173913,-0.056225086
Apple,2,256,4.7,74400,Cluster 4,-0.386644683,0.02173913,-0.056225086
Apple,2,256,4.5,74400,Cluster 4,-0.486542443,-0.02173913,0.044680851
Apple,2,256,4.5,74400,Cluster 4,0.814678407,0,0
Apple,2,256,4.5,74400,Cluster 4,-0.058215927,-0.02173913,0.373422389
Apple,2,256,4.5,74400,Cluster 4,-0.304022451,-0.02173913,0.071505017
Motorola,6,128,3.8,74999,Cluster 1,5.249916667,-0.11627907,-0.022148746
Motorola,6,128,3.8,74999,Cluster 1,0.153848521,-0.073170732,-0.475602439
SAMSUNG,8,256,4.4,75999,Cluster 4,0.055556327,0,0
SAMSUNG,8,256,4.4,75999,Cluster 4,3.4707924,0.023255814,0.006700434
SAMSUNG,8,256,4.4,75999,Cluster 4,3.47342398,0.023255814,0.006695357
Google Pixel,4,128,4.5,76000,Cluster 0,0.900047501,0,0
Apple,4,256,4.7,76999,Cluster 4,2.080083203,0.044444444,0.021366667
Apple,4,256,4.7,76999,Cluster 4,2.080083203,0.044444444,0.021366667
Apple,4,256,4.7,76999,Cluster 4,2.080083203,0.044444444,0.021366667
Apple,4,256,4.7,76999,Cluster 4,2.080083203,0.044444444,0.021366667
Apple,4,256,4.7,76999,Cluster 4,0.571440233,0.044444444,0.07777619
Apple,2,256,4.5,77000,Cluster 4,-0.42920682,-0.042553191,0.099143792
SAMSUNG,8,256,4.3,77999,Cluster 4,4.200280019,0.023809524,0.005668556
SAMSUNG,8,256,4.3,77999,Cluster 4,3.621067599,0.023809524,0.006575277
Apple,4,256,4.6,78999,Cluster 4,0.759443207,0.022222222,0.029261203
Apple,4,256,4.6,78999,Cluster 4,0.274197971,0.022222222,0.081044444
Apple,4,256,4.6,78999,Cluster 4,0.837228773,0,0
Apple,4,256,4.6,78999,Cluster 4,0.274197971,0.022222222,0.081044444
Apple,4,256,4.6,78999,Cluster 4,-0.0695053,0,0
Apple,4,256,4.6,78999,Cluster 4,0.438961749,0.022222222,0.050624507
Apple,4,256,4.6,78999,Cluster 4,0.253972285,-0.021276596,-0.083775266
Apple,4,256,4.6,78999,Cluster 4,0.316671945,0.045454545,0.143538278
Apple,4,256,4.6,78999,Cluster 4,0.061814516,0.022222222,0.359498442
SAMSUNG,8,128,4.6,79000,Cluster 0,8.884884885,0.15,0.016882605
vivo,12,256,4.5,79990,Cluster 4,4.163976759,0.046511628,0.011170002
Apple,4,64,4.6,79999,Cluster 0,1.051309008,-0.021276596,-0.020238194
Apple,4,64,4.6,79999,Cluster 0,2.162140796,0.022222222,0.010277879
Apple,4,64,4.6,79999,Cluster 0,0.269845553,-0.021276596,-0.078847309
Apple,4,256,4.6,79999,Cluster 4,1.051309008,-0.021276596,-0.020238194
Apple,4,256,4.6,79999,Cluster 4,2.162140796,0.022222222,0.010277879
Apple,4,256,4.6,79999,Cluster 4,0.269845553,-0.021276596,-0.078847309
Google Pixel,4,128,4.5,80000,Cluster 0,0.126760563,0,0
Google Pixel,4,128,4.5,80000,Cluster 0,-0.130434783,-0.02173913,0.166666667
Apple,1,128,4.5,80500,Cluster 0,0.613226453,-0.02173913,-0.035450412
Apple,2,256,4.7,81500,Cluster 4,-0.382107657,0,0
Google Pixel,4,128,4.6,82000,Cluster 0,0.078947368,0.022222222,0.281481481
Google Pixel,4,64,4.6,83000,Cluster 0,0.0375,0.022222222,0.592592593
Google Pixel,4,64,4.6,83000,Cluster 0,-0.097826087,0,0
Apple,3,256,4.6,84900,Cluster 4,0.701402806,0,0
Apple,3,256,4.6,84900,Cluster 4,-0.291909925,0,0
Apple,3,256,4.6,84900,Cluster 4,1.294656612,0.022222222,0.017164569
Apple,3,256,4.6,84900,Cluster 4,1.294656612,0.022222222,0.017164569
SAMSUNG,8,128,4.3,84999,Cluster 0,4.666977799,0.102564103,0.021976557
SAMSUNG,8,128,4.3,84999,Cluster 0,4.866045549,0.023809524,0.004892992
Apple,3,256,5,85400,Cluster 4,-0.410628019,0.086956522,-0.211764706
Apple,3,256,5,85400,Cluster 4,-0.410628019,0.086956522,-0.211764706
Apple,3,256,4.5,85400,Cluster 4,0.22,0.022727273,0.103305785
Apple,3,256,4.5,85400,Cluster 4,0.708034161,0,0
Apple,3,256,4.5,85400,Cluster 4,1.446991404,0.022727273,0.015706571
Apple,3,256,4.5,85400,Cluster 4,1.189799738,0,0
Apple,3,256,4.5,85400,Cluster 4,0.990675991,0,0
SAMSUNG,8,128,4.3,88999,Cluster 0,-0.406669378,-0.022727273,0.055886364
SAMSUNG,8,256,4.3,88999,Cluster 4,3.045592981,0.023809524,0.007817697
Motorola,8,256,4,89999,Cluster 4,3.186194707,0.025641026,0.008047539
Apple,3,64,4.6,91900,Cluster 0,-0.365769496,0,0
Apple,3,64,4.6,91900,Cluster 0,1.188147337,0.022222222,0.018703255
Apple,3,256,4.6,91900,Cluster 4,0.127607362,-0.021276596,-0.166734861
Apple,3,256,4.6,91900,Cluster 4,0.416024653,0,0
Apple,3,256,4.6,91900,Cluster 4,0.241908674,0,0
Apple,3,256,4.6,91900,Cluster 4,2.632554646,0.022222222,0.008441315
Apple,3,256,4.6,91900,Cluster 4,0.838036761,0.045454545,0.054239322
SAMSUNG,8,512,4.6,91900,Cluster 4,9.563218391,0.069767442,0.007295394
SAMSUNG,12,256,4.5,91999,Cluster 4,39.3150745,0.071428571,0.001816824
SAMSUNG,12,256,4.5,91999,Cluster 4,6.131705426,0.046511628,0.007585431
Google Pixel,4,128,4.6,92000,Cluster 4,0.108433735,0,0
Google Pixel,4,128,4.6,92000,Cluster 4,0.15,0.022222222,0.148148148
Google Pixel,4,128,4.6,92000,Cluster 4,0.508196721,0,0
SAMSUNG,8,512,4.6,92000,Cluster 4,6.360588847,0.095238095,0.014973157
OPPO,8,128,4.4,92012,Cluster 4,4.754346467,0.023255814,0.004891485
SAMSUNG,8,512,4.6,93000,Cluster 4,11.56756757,0.12195122,0.010542512
Apple,4,512,4.6,94900,Cluster 4,-0.208507089,0.022222222,-0.106577778
SAMSUNG,12,512,4.6,95000,Cluster 4,4.278071004,0.069767442,0.016308154
SAMSUNG,12,512,4.6,95000,Cluster 4,4.026455026,0.069767442,0.017327262
Apple,4,256,4.6,99900,Cluster 4,1.862464183,0.022222222,0.011931624
SAMSUNG,12,128,4.2,103000,Cluster 4,5.732466174,-0.023255814,-0.00405686
Apple,4,512,4.7,104900,Cluster 4,4.896571107,0.146341463,0.029886519
SAMSUNG,12,256,4.5,105999,Cluster 4,9.772256098,0.022727273,0.002325694
SAMSUNG,12,256,4.5,105999,Cluster 4,2.475946877,0.153846154,0.06213629
Apple,3,256,4.6,106900,Cluster 4,0.436827957,0.022222222,0.050871795
Apple,3,256,4.6,106900,Cluster 4,0.724193548,0.045454545,0.062765742
Apple,6,128,4.6,109900,Cluster 4,1.555873392,0,0
Apple,6,128,4.6,109900,Cluster 4,1.001821494,0.022222222,0.022181818
Apple,6,128,4.6,109900,Cluster 4,-0.214438885,0,0
SAMSUNG,16,512,4.3,116999,Cluster 4,0.950015834,-0.065217391,-0.068648741
Apple,4,64,4.7,117100,Cluster 4,0.626411478,0.044444444,0.070950878
Apple,4,64,4.7,117100,Cluster 4,1.723319147,0.02173913,0.012614686
Apple,4,64,4.7,117100,Cluster 4,1.132969035,0.02173913,0.019187753
Apple,4,64,4.7,117100,Cluster 4,1.602280051,0.068181818,0.042552997
SAMSUNG,12,1,4.5,117990,Cluster 4,13.76720901,0.046511628,0.003378436
Apple,6,256,4.6,119900,Cluster 4,1.497968708,0,0
Apple,6,256,4.6,119900,Cluster 4,1.001669449,0,0
Apple,6,256,4.6,119900,Cluster 4,0.517740731,0,0
Apple,6,256,4.6,119900,Cluster 4,0.557142857,0.022222222,0.03988604
Apple,4,128,4.5,119900,Cluster 4,0.847457627,-0.02173913,-0.025652174
Apple,4,256,4.6,121300,Cluster 4,0.428739694,0,0
Apple,4,256,4.6,121300,Cluster 4,2.278466986,0.022222222,0.009753146
Apple,4,256,4.6,121300,Cluster 4,0.428739694,0,0
Apple,4,256,4.6,121300,Cluster 4,2.278466986,0.022222222,0.009753146
Apple,4,256,4.6,121300,Cluster 4,2.475644699,0.045454545,0.01836069
Apple,4,128,4.7,129900,Cluster 4,-0.187617261,0,0
Apple,4,128,4.7,129900,Cluster 4,-0.277932185,0,0
Apple,4,256,4.7,131900,Cluster 4,-0.059871703,0.02173913,-0.363095238
Apple,4,256,4.7,131900,Cluster 4,4.276211048,0.044444444,0.010393417
Apple,4,256,4.7,131900,Cluster 4,1.032357473,0.02173913,0.021057755
Apple,4,256,4.7,131900,Cluster 4,1.032357473,0.02173913,0.021057755
Apple,4,256,4.7,131900,Cluster 4,-0.059871703,0.02173913,-0.363095238
Apple,4,256,4.7,131900,Cluster 4,4.276211048,0.044444444,0.010393417
Apple,4,512,4.7,134900,Cluster 4,1.703406814,0.02173913,0.012762148
Apple,4,512,4.7,134900,Cluster 4,1.703406814,0.02173913,0.012762148
Apple,4,512,4.7,134900,Cluster 4,2.144522145,0.044444444,0.020724638
Apple,6,512,4.6,139900,Cluster 4,0.272975432,0,0
Apple,6,512,4.6,139900,Cluster 4,0.166805671,0,0
Apple,6,512,4.6,139900,Cluster 4,0.166805671,0,0
Apple,4,256,4.7,139900,Cluster 4,0.333651096,0,0
Apple,4,256,4.7,139900,Cluster 4,-0.222345748,0,0
Apple,4,256,4.7,139900,Cluster 4,0.076982294,0,0
Apple,4,512,4.6,140300,Cluster 4,0.198121264,-0.021276596,-0.107391783
Apple,4,512,4.6,140300,Cluster 4,0.276615105,0,0
Apple,4,512,4.6,140300,Cluster 4,2.262866578,0,0
Apple,4,512,4.6,140300,Cluster 4,0.753771922,0,0
Apple,4,512,4.6,140300,Cluster 4,1.863323741,0.022222222,0.01192612
Apple,4,512,4.6,140300,Cluster 4,2.262866578,0,0
Apple,4,512,4.6,140300,Cluster 4,0.753771922,0,0
Apple,4,512,4.6,144900,Cluster 4,2.622590565,0.022222222,0.008473386
Apple,4,512,4.6,144900,Cluster 4,2.622590565,0.022222222,0.008473386
Apple,4,512,4.6,144900,Cluster 4,1.898057961,0.022222222,0.011707873
Apple,4,512,4.6,144900,Cluster 4,0.834200433,0,0
Apple,4,512,4.7,149900,Cluster 4,-0.062539087,0,0
SAMSUNG,12,256,4.4,149999,Cluster 4,9.714979641,0.047619048,0.004901611
SAMSUNG,12,256,3,149999,Cluster 4,64.50174672,-0.302325581,-0.004687091
SAMSUNG,12,256,3,149999,Cluster 4,6.143149674,-0.302325581,-0.049213449
SAMSUNG,12,256,4.4,149999,Cluster 4,3.000080002,0.023255814,0.007751731
Apple,4,512,4.7,150800,Cluster 4,5.03224129,0.044444444,0.008831938
Apple,4,512,4.7,150800,Cluster 4,1.69290523,0.044444444,0.026253356
Apple,4,512,4.7,150800,Cluster 4,1.109090909,0.068181818,0.06147541
SAMSUNG,12,512,4.4,157999,Cluster 4,12.46965047,0.047619048,0.003818796
SAMSUNG,12,512,4.4,157999,Cluster 4,12.46965047,0.047619048,0.003818796
Apple,4,512,4.7,159900,Cluster 4,-0.058858152,0,0
Apple,4,512,4.7,159900,Cluster 4,0.142959257,0,0
Apple,4,512,4.7,159900,Cluster 4,0.142959257,0,0
Apple,4,1,4.7,169900,Cluster 4,0.214438885,0,0
Apple,4,1,4.7,179900,Cluster 4,0.895679663,0.02173913,0.0242711
Apple,4,1,4.7,179900,Cluster 4,0.38491147,0,0
Apple,4,1,4.7,179900,Cluster 4,0.125078174,0,0
